Epizoda;Prizor;Lokacija;Okoliš?ine;Opis;Liki;Statisti;Igralci;Število strani scenarija
59;59-16;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; JANA JE NA DOBRI POTI  DA PREPRI?A LARO  DA ?IMPREJ ODIDE Z LEONOM V AVSTRALIJO. ;2 Lara,12 Jana;;Gaja Fila?,Tanja Poto?nik;2 3/8
59;59-17;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;MARK JE PRIŠEL POISKAT PIŠTOLO. GA MIKA  DA BI SAM OBRA?UNAL Z BB-JEM.;1 Mark;;Matej Zemlji?; 3/8
59;59-18;Lj/Bistro Lotus;DAN-INT.; BB IN ROMAN NAZDRAVLJATA USPEŠNO SPELJANEMU POSLU  KO ROMAN DOBI ZASKRBLJUJO?O NOVICO.  ;251 Roman,19 Bb,298 LOTUS A 6x 6.4.;LOTUS A 6x 6.4.;Uroš Smolej,Valter Dragan;1 7/8
59;59-19;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;JULIJA ODPOŠLJE MEDIJEM VABILA NA TISKOVNO KONFERENCO  KO JO ZMOTITA NOVA OBISKOVALCA.;10 Julija,11 David,13 Nada;;Sabina Kogovšek,Blaž Vali?,Aleksandra Balmazovi?;1 1/8
59;59-20;Kemp/Potapljaški Klub/Skladiš?e opreme;DAN-INT./EXT.;HRVOJE PRITISNE NA DINA  NAJ GRE ZA SAŠKO V LJUBLJANO. DINO NE GRE.;14 Hrvoje,4 Dino,206 KEMP STANDARD (7),378 Te?ajnik 1,379 Te?ajnik 2;KEMP STANDARD (7);Alen Šalinovi?,Matino Antunovi?;2 1/8
59;59-21;Kemp/Bar Na Plaži;DAN-EXT.; DINO SE POTOŽI NINI  DA GA NOBEN NE RAZUME. NINA JE RAZUMEVAJO?A. ;18 Nina,4 Dino;;Melani Mekicar,Matino Antunovi?;1 1/8
59;59-22;Lj/Vila/Vhodna Veža s Stopniš?em;DAN-INT.;JULIJA SPODI NADO IZ VILE. DAVID ODIDE Z NADO  JULIJO PA PRESENETI MARK - S PIŠTOLO!;1 Mark,10 Julija,11 David,13 Nada;;Matej Zemlji?,Sabina Kogovšek,Blaž Vali?,Aleksandra Balmazovi?;1 3/8
59;59-23;Lj/Bistro Lotus;DAN-INT.; ROMAN IZVE  DA JULIJIN BIVŠI MOŽ BRSKA PO NJEGOVIH POSLIH. OBA Z BB-JEM PA ZASKRBI NOVICA O JULIJINI TISKOVKI. ;251 Roman,19 Bb,54 Vlado,298 LOTUS A 6x 6.4.;LOTUS A 6x 6.4.;Uroš Smolej,Valter Dragan,Jaša Jamnik;1 1/8
59;59-24;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; NADA JE SRE?NA  KER SE JE DAVID POSTAVIL ZANJO. LARO PA PRETRESE NOVICA  DA JE EDVARD V KRITI?NEM STANJU. ;2 Lara,12 Jana,11 David,13 Nada;;Gaja Fila?,Tanja Poto?nik,Blaž Vali?,Aleksandra Balmazovi?;1 1/2
59;59-25;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; JULIJA JE PONOSNA NA SINA  KI JE BOLJŠI ?LOVEK KOT NJEGOVA STARŠA. OBLJUBI  DA BO BB PLA?AL ZA VSE. ;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;1 1/8
59;59-26;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.; ERIKA POVE SANJI  DA JE BILO NAJDENO PE?NIKOVO TRUPLO. ;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1
60;60-01;Lj/Nadino Stanovanje/Dnevni Del;NO?-INT.;LARA ZARADI SKRBI  KAJ BO Z EDIJEM  NE MORE SPATI.;2 Lara,12 Jana;;Gaja Fila?,Tanja Poto?nik;1 3/4
60;60-02;Lj/Julijino Stanovanje/Dnevna Soba;NO?-INT.;EDIJEVO STANJE SE V HIPU POSLABŠA.;1 Mark,3 Edvard,10 Julija;;Matej Zemlji?,Aleš Vali?,Sabina Kogovšek; 1/2
60;60-03;Lj/Dolen?evo Stanovanje/Kabinet;NO?-INT.;SANJA NAMERAVA ŠE DANES ODITI NAZAJ V ZDA - IN HO?E DA GRE ERIKA Z NJO.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec; 7/8
60;60-04;Lj/Nadino Stanovanje/Dnevni Del;NO?-INT.;JANA SVETUJE LARI - BOLJE  DA MARKA NE VZNEMIRJA ŠE DODATNO S SVOJO PRISOTNOSTJO.;2 Lara,12 Jana;;Gaja Fila?,Tanja Poto?nik;2 1/2
60;60-05;Lj/Julijino Stanovanje/Dnevna Soba;NO?-INT.;MARK IN JULIJA SKUŠATA OBDRŽATI EDIJA PRI ŽIVLJENJU DO PRIHODA ZDRAVNIKA.;1 Mark,3 Edvard,10 Julija,374 Zdravnik intenzivne;;Matej Zemlji?,Aleš Vali?,Sabina Kogovšek,Matija Vastl;1 5/8
60;60-06;Lj/Dolen?evo Stanovanje/Kabinet;NO?-INT.;SANJA PREPRI?UJE ERIKO  DA ODIDE Z NJO V ZDA - V SLOVENIJI JE ZANJU POSTALO PRENEVARNO.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1 7/8
60;60-07;Lj/Julijino Stanovanje/Dnevna Soba;NO?-INT.;ZDRAVNIK LE STABILIZIRA EDIJA  A ZAPLETOV ŠE NI KONEC.;1 Mark,3 Edvard,10 Julija,374 Zdravnik intenzivne;;Matej Zemlji?,Aleš Vali?,Sabina Kogovšek,Matija Vastl;2 1/2
60;60-08;Lj/Kozmeti?ni Salon;DAN-INT.;SAŠKA UŽIVA V DELU - POGREŠALA JE LJUBLJANO.;5 Saška,1000 Vozi?ek,381 Stranka kozmeti?nega salona 5,258 Stranka 2,380 Pia,295 LOKAL A 3x 5.4.;Stranka 2,LOKAL A 3x 5.4.;Mila Peršin,Martina Slabnik,Špela Škofi?;2 3/8
60;60-09;Kemp/Pred Sanitarijami;DAN-EXT.;DINO POGREŠA SAŠKO  ONA PA SE MU NE JAVLJA NA KLICE.;7 Frenk,4 Dino;;Gaber Trseglav,Matino Antunovi?;2 1/4
60;60-10;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;ERIKA NE NAMERAVA S SANJO V ZDA. NJENO ŽIVLJENJE JE TUKAJ.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;2 1/2
60;60-11;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;JULIJA ZA EDIJEVO POSLABŠANJE KRIVI SVOJO NEPAZLJIVOST. MARK PREPRI?A JULIJO  DA NE ODPOVE POMEMBNE TISKOVKE.;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;2 5/8
60;60-12;Lj/Bb-Jeva Pisarna;DAN-INT.;BB OBŽALUJE  DA TUDI JULIJE NI DAL ZASTRUPITI.;251 Roman,19 Bb;;Uroš Smolej,Valter Dragan; 3/8
60;60-13;Lj/Pasaža/Lokal;DAN-INT.;LEON ZASUVA LARO S SPORO?ILI O AVSTRALIJI  LARO PA PRESENETI SAŠKA.;2 Lara,5 Saška,260 stranka lokala (nasmeh),290 STATISTI LOKAL A 4x 25.3.;stranka lokala (nasmeh),STATISTI LOKAL A 4x 25.3.;Gaja Fila?,Mila Peršin;1 1/4
60;60-14;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.;FRENK PREPRI?UJE MERI  DA NEHATA SILITI DINA IN SAŠKO V NJUNE POSLE V LJUBLJANI.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernar?i?;2 1/8
60;60-15;Lj/Pasaža/Lokal;DAN-INT.;SAŠKA JE VESELA LARE  LARA PA IZVE  DA SE JE EDIJEVO STANJE POSLABŠALO.;2 Lara,5 Saška,290 STATISTI LOKAL A 4x 25.3.;STATISTI LOKAL A 4x 25.3.;Gaja Fila?,Mila Peršin;1 3/4
60;60-16;Lj/Bb-Jeva Pisarna;DAN-INT.;ROMAN PREDA BB-JU INFORMACIJE  S KATERIMI LAHKO USTAVI JULIJO IN NJENO TISKOVKO.;251 Roman,19 Bb;;Uroš Smolej,Valter Dragan;1 1/2
60;60-17;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.;MERI LE POPUSTI FRENKU - ZA DELO V LJUBLJANI BOSTA NAJELA POMO?.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernar?i?;2 1/2
60;60-18;Lj/Pasaža/Lokal;DAN-INT.;SAŠKA VZPODBUDI LARO  DA KLJUB NEPRIJETNI SITUACIJI Z MARKOM OBIŠ?E EDIJA.;2 Lara,5 Saška,290 STATISTI LOKAL A 4x 25.3.;STATISTI LOKAL A 4x 25.3.;Gaja Fila?,Mila Peršin;2 5/8
60;60-19;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;JULIJA SE PRIPRAVLJA NA TISKOVKO - PRESENETI JO BB S SVOJIM PRRIHODOM.;10 Julija,19 Bb,20 Petra;;Sabina Kogovšek,Valter Dragan,Maja Zupan; 7/8
60;60-20;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;MARK OPTIMISTI?NO NA?RTUJE PRIHODNOST Z EDIJEM. PRESENETI GA ZVONEC.;1 Mark,3 Edvard;;Matej Zemlji?,Aleš Vali?;1 1/8
60;60-21;Lj/Julijino Stanovanje/Predsoba;DAN-INT.;MARKA PRESENETI LARA  KI JE PRIŠLA OBISKAT EDIJA.;2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?; 5/8
60;60-22;Lj/Kozmeti?ni Salon;DAN-INT.;FRENK SPORO?I SAŠKI  DA SE LAHKO VRNE V KEMP - A SAŠKI SE PRAV NI? NE MUDI NAZAJ.;5 Saška,1000 Vozi?ek,380 Pia,6V Meri Videoklic,7V Frenk Videoklic,409 Stranka kozmeti?nega salona 8,295 LOKAL A 3x 5.4.;LOKAL A 3x 5.4.;Mila Peršin,Špela Škofi?,Vesna Pernar?i?,Gaber Trseglav,Verica Lendero;2 1/2
60;60-22A;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT;VIDEOKLIC posneti videoklic - frenk in meri kli?eta Saško  za Saškin telefon;7 Frenk,6 Meri;;Gaber Trseglav,Vesna Pernar?i?;2 1/2
60;60-23;Lj/Dolen?evo Stanovanje/Kabinet;DAN-INT.;SANJA ?AKA ERIKO  DA SKUPAJ ODPOTUJETA V ZDA  A ERIKE NI.;258 Sanja;;Nina Rakovec; 3/8
60;60-24;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;BB JULIJO POTISNE V KOT - ?E NE PREKLI?E TISKOVKE  BO TUDI SAMA NAJEBALA.;10 Julija,19 Bb,20 Petra;;Sabina Kogovšek,Valter Dragan,Maja Zupan;1 5/8
60;60-25;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;LARA IZVE  DA JE ZA EDIJEVO STANJE KRIV PAKET  KI MU GA JE ONA IZRO?ILA.;2 Lara,1 Mark,3 Edvard;;Gaja Fila?,Matej Zemlji?,Aleš Vali?;1 1/4
61;61-01;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; JULIJA JE V DILEMI - NAJ PREKLI?E TISKOVNO KONFERENCO  ALI NAJ TVEGA  DA BO TUDI SAMA POTONILA?;10 Julija,19 Bb,20 Petra;;Sabina Kogovšek,Valter Dragan,Maja Zupan; 7/8
61;61-02;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.; LARA NE VE  KAKO NAJ POVE MARKU  DA JE ONA PRINESLA EDVARDU SMRTONOSNI PAKET. ;2 Lara,1 Mark,3 Edvard;;Gaja Fila?,Matej Zemlji?,Aleš Vali?; 3/4
61;61-03;Lj/Pasaža/Pred mesnico;DAN-INT.;SAŠKA LEPI NA MESNICO OGLAS ZA POMO?NIKA. KLI?E JO DINO  KI NI ZADOVOLJEN  DA BO SAŠKA OSTALA V LJUBLJANI.;5 Saška,1000 Vozi?ek,4V Dino Videoklic;;Mila Peršin,Matino Antunovi?;2
61;61-03A;Kemp/Bar Na Plaži;DAN-EXT.;Videoklic SAŠKA LEPI NA MESNICO OGLAS ZA POMO?NIKA. KLI?E JO DINO  KI NI ZADOVOLJEN  DA BO SAŠKA OSTALA V LJUBLJANI.;4 Dino;;Matino Antunovi?;2
61;61-04;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; SANJA SE NA POTI NA LETALIŠ?E USTAVI NA KLINIKI. PRESENE?ENA IZVE  DA JE TISKOVNA KONFERENCA ODPOVEDANA. ;20 Petra,258 Sanja,266 NOVINARJI 3x 26.3.;NOVINARJI 3x 26.3.;Maja Zupan,Nina Rakovec; 3/4
61;61-05;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; BB ZAGROZI JULIJI  NAJ ODNEHA  SICER JO BO UNI?IL. KOMAJ SKRIJE PRESENE?ENJE NAD TEM  DA JE SANJA ŠE ŽIVA.;10 Julija,19 Bb,258 Sanja;;Sabina Kogovšek,Valter Dragan,Nina Rakovec;2
61;61-06;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; LARA SE PRIPRAVLJA  DA PRIZNA MARKU  DA JE ONA PRINESLA PAKET  KO PRIDE DAVID.;2 Lara,1 Mark,11 David;;Gaja Fila?,Matej Zemlji?,Blaž Vali?;2 1/2
61;61-07;Kemp/Bar Na Plaži;DAN-EXT.;DINO JE SLABE VOLJE ZARADI SAŠKE  A GA RAZVEDRI PRIJATELJSKO FLIRTANJE Z NINO.;14 Hrvoje,18 Nina,4 Dino;;Alen Šalinovi?,Melani Mekicar,Matino Antunovi?;3
61;61-08;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; SANJA ŽELI  DA JI JULIJA VRNE DOKAZE PROTI BB-JU. SANJA BO SAMA OPRAVILA Z NJIM. SANJO KLI?E ERIKA  KI JE NAŠLA PAKET. ;10 Julija,258 Sanja;;Sabina Kogovšek,Nina Rakovec;1 1/2
61;61-09;Lj/Pasaža/Lokal;DAN-INT.; LEON PRIDE DO LARE  SAJ GA ZANIMA  ZAKAJ MU NE ODGOVARJA NA SPORO?ILA. LARA MU PRIZNA  DA JE NAREDILA NEKAJ GROZNEGA. ;2 Lara,23 Borut,257 Dr. Mirt,305 STATISTI PASAŽA C 3x 14.4.;STATISTI PASAŽA C 3x 14.4.;Gaja Fila?,Miha Rodman,Žiga Udir;1 7/8
61;61-10;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; MARK BODRI DAVIDA  DA SE BO JULIJA POMIRILA GLEDE NADE  KO OPRAVI Z BB-JEM. NATO IZVE  DA JE TISKOVKA ODPOVEDANA. ;1 Mark,11 David;;Matej Zemlji?,Blaž Vali?;2
61;61-11;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; JULIJA POVE SANJI  DA JE BIL STRUP  KI JE SKORAJ UBIL EDVARDA  V PAKETU IZ BRUSLJA. SANJO ZASKRBI ZA ERIKO. ;10 Julija,258 Sanja;;Sabina Kogovšek,Nina Rakovec; 7/8
61;61-12;Lj/Pasaža/Lokal;DAN-INT.; LARO MU?I SLABA VEST ZARADI EDVARDA. MORA PRIZNATI MARKU  KAJ JE NAREDILA. LEON JE PROTI. ;2 Lara,257 Dr. Mirt,305 STATISTI PASAŽA C 3x 14.4.;STATISTI PASAŽA C 3x 14.4.;Gaja Fila?,Žiga Udir;2 1/8
61;61-13;Kemp/Sanitarije/Pomivalnica;DAN-EXT.;DINO JE DOBRE VOLJE  SAJ SE VESELI VE?ERA Z NINO. NINA GA OBVESTI  DA JE V POTAPLJAŠKEM KLUBU INŠPEKCIJA.;18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Melani Mekicar,Matino Antunovi?; 7/8
61;61-14;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; SANJO SKRBI  DA BO ERIKA ODPRLA PAKET  A JE NIKAKOR NE USPE DOBITI NA TELEFON. MORA DOMOV  DA PREPRE?I KATASTROFO. ;10 Julija,258 Sanja;;Sabina Kogovšek,Nina Rakovec; 3/4
61;61-15;Lj/Bistro Lotus;DAN-INT.; BB IN ROMAN NAZDRAVITA NA POTOP STEINERJEV. BB DOBI KLIC - NOVICA JE O?ITNO SLABA. ;251 Roman,19 Bb,299 STATISTI LOTUS B 6x 9.4.;STATISTI LOTUS B 6x 9.4.;Uroš Smolej,Valter Dragan;1 5/8
61;61-16;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; JULIJA NE ŽELI MARKU POVEDATI  S ?IM JO IZSILJUJE BB. JULIJI SE MUDI DOMOV  DA SE POGOVORI Z DAVIDOM. ;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;2 3/8
61;61-17;Lj/Pasaža/Lokal;DAN-INT.; LEON PREPRI?UJE LARO  DA POZABI NA PRIZNANJE IN DA ?IMPREJ ODIDETA. LARA PRIVOLI  A GA PROSI  DA PO?AKA Z ODPOVEDJO. ;2 Lara,257 Dr. Mirt,382 Gost lokala 1,267 Gost lokala 2 (brez teksta),305 STATISTI PASAŽA C 3x 14.4.;Gost lokala 2 (brez teksta),STATISTI PASAŽA C 3x 14.4.;Gaja Fila?,Žiga Udir;2 1/4
61;61-18;Kemp/Potapljaški Klub/Skladiš?e opreme;DAN-INT./EXT.;DINO DOBI ODLO?BO O PREPOVEDI OBRATOVANJA POTAPLJAŠKE ŠOLE  DOKLER NE ZAMENJA DOTRAJANE OPREME ZA NOVO.;4 Dino,383 Inšpektor hrvaško govore?i;;Matino Antunovi?;1 1/4
61;61-19;Lj/Bb-Jeva Pisarna;DAN-INT.; BB IZVE  DA JE RENATO V HRVAŠKEM PRIPORU. A TO ŠE NI NAJSLABŠA NOVICA. ;19 Bb,384 Tip s Pravosodnega Ministrstva;;Valter Dragan;1 3/8
61;61-20;Lj/Dolen?evo Stanovanje/Kuhinja;DAN-INT.; ERIKO MU?I RADOVEDNOST  KAJ JE V PAKETU  KI GA JE DOBILA SANJA. ;252 Erika;;Bernarda Oman; 5/8
61;61-21;Kemp/Recepcija;DAN-INT.; DINO PROSI HRVOJA  DA MU POSODI DENAR ZA NABAVO NOVE OPREME. IZVE  DA JE HRVOJE ZAPRAVIL DENAR OD PAVŠALOV ZA JANO. ;14 Hrvoje,4 Dino;;Alen Šalinovi?,Matino Antunovi?;2 1/8
61;61-22;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; DAVID SE NE ŽELI VE? VPLETATI V JULIJINE NEVARNE POSLE. JULIJA JE PREPRI?ANA  DA GA JE K TEMU NAŠ?UVALA NADA. ;10 Julija,11 David;;Sabina Kogovšek,Blaž Vali?;3 3/8
61;61-23;Lj/Bb-Jeva Pisarna;DAN-INT.; BB-JU GROZI  DA GA BO RENATO IZDAL. BO DENAR REŠIL TUDI TO TEŽAVO?;19 Bb,384 Tip s Pravosodnega Ministrstva;;Valter Dragan; 3/4
61;61-24;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;JULIJA V MAŠ?EVALNEM BESU NAPIŠE PRIJAVO PROTI NADI.;10 Julija;;Sabina Kogovšek; 3/4
61;61-25;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; LEON DA ODPOVED NA KLINIKI IN POVE MARKU  DA Z LARO ODHAJATA V AVSTRALIJO. ;1 Mark,257 Dr. Mirt;;Matej Zemlji?,Žiga Udir; 3/4
61;61-26;Lj/Dolen?evo Stanovanje/Kabinet;DAN-INT.;ERIKA SE PRIPRAVLJA  DA BO ODPRLA PAKET. SANJA KLI?E ERIKO  A ERIKA ZARADI GLASNE GLASBE NE SLIŠI TELEFONA.;252 Erika;;Bernarda Oman; 5/8
62;62-01;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;MARK NE SPREJME LEONOVE ODPOVEDI.;1 Mark,257 Dr. Mirt;;Matej Zemlji?,Žiga Udir;1 3/4
62;62-02;Lj/Dolen?evo Stanovanje/Kabinet;DAN-INT.;ERIKA ODPIRA SMRTONOSNI PAKET.;252 Erika;;Bernarda Oman; 1/4
62;62-03;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;SANJA HITI  DA BI PRAVO?ASNO PRESTREGLA ERIKINO ODPIRNAJE SMRTONOSNEGA PAKETA.;258 Sanja;;Nina Rakovec; 5/8
62;62-04;Lj/Dolen?evo Stanovanje/Kabinet;DAN-INT.;SANJA PRAVO?ASNO USTAVI ERIKO IN JI REŠI ŽIVLJENJE.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1 5/8
62;62-05;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;LEON MARKU O?ITA  DA NO?E SPREJETI NJEGOVE ODPOVEDI ZARADI LARE.;1 Mark,257 Dr. Mirt;;Matej Zemlji?,Žiga Udir;1 5/8
62;62-06;Kemp/Bar Na Plaži;DAN-EXT.;DINO SE BOJI  DA MU BO ŠLA CELA SEZONA POTAPLJAŠKIH TE?AJEV PO ZLU.;18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Melani Mekicar,Matino Antunovi?;1 5/8
62;62-07;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;MARK NE MORE PUSTITI LEONA  DA ?EZ NO? ODIDE S KLINIKE  SAJ IMA LEON V POGODBI DOL?O?EN ENOMESE?NI ODPOVEDNI ROK.;1 Mark,257 Dr. Mirt;;Matej Zemlji?,Žiga Udir;2
62;62-08;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.;MERI SKRBI  DA DINO PREŽIVLJA ?AS Z NINO.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernar?i?;2 1/8
62;62-09;Kemp/Bar Na Plaži;DAN-EXT.;NINA PREDLAGA  DA SKUPAJ ZBEREJO DENAR ZA POTAPLJAŠKI KLUB.;18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Melani Mekicar,Matino Antunovi?;3 1/8
62;62-10;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.;LEON O?ITA LARI  DA MARK ZARADI NJE NO?E SPUTITI LEONA S KLINIKE STEINER.;2 Lara,257 Dr. Mirt;;Gaja Fila?,Žiga Udir;2
62;62-11;Lj/Dolen?evo Stanovanje/Kabinet;DAN-INT.;SANJA KRIMINALISTU PORO?A O BB-JEVEM PAKETU IN POSKUSU UMORA.;252 Erika,258 Sanja,377 Kriminalist;;Bernarda Oman,Nina Rakovec,Boštjan Tadel;1 1/2
62;62-12;Kemp/Recepcija;DAN-INT.;MERI JE ZADOVOLJNA  KO VIDI  DA DINO NI Z NINO.;4 Dino,6 Meri;;Matino Antunovi?,Vesna Pernar?i?; 1/4
62;62-13;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;MARK OBLJUBI JULIJI  DA JI BO ON NAMESTO DAVIDA POMAGAL PRI PREISKAVI FARMAKISSOVIH MAHINACIJ.;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;3 1/8
62;62-14;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.;LEON NAGOVORI LARO  DA SE GRE ONA POGOVORIT Z MARKOM - ONA GA EDINA LAHKO PREPRI?A  DA SPREJME LEONOVO ODPOVED.;2 Lara,257 Dr. Mirt;;Gaja Fila?,Žiga Udir;2 5/8
62;62-15;Lj/Kova?eva Mesnica;DAN-INT.;PARALELNI SEKVENCI (TELEFONSKI POGOVOR) FRENK PREVERJA  KAKO GRE SAŠKI V MESNICI - SAŠKA ZAGOTAVLJA  DA IMA VSE POD KONTROLO.;5 Saška,7PS Frenk PS,1000 Vozi?ek,385 Kandidat,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin,Gaber Trseglav,Saša Klan?nik;2
62;62-16;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.;PARALELNI SEKVENCI (TELEFONSKI POGOVOR) FRENK PREVERJA  KAKO GRE SAŠKI V MESNICI - SAŠKA ZAGOTAVLJA  DA IMA VSE POD KONTROLO.;7 Frenk,5PS Saška PS;;Gaber Trseglav,Mila Peršin;2 3/8
62;62-17;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;LARA PRIDE DO MARKA  DA BI SE POGOVORILA O LEONOVI ODPOVEDI.;2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?;1 3/4
62;62-18;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;SANJA NI ZADOVOLJNA Z DELOM POLICIJE - SAMA BO DOKAZALA  DA JE BB MORILEC.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;2 1/8
62;62-19;Lj/Bb-Jeva Pisarna;DAN-INT.;BB POSLEDNJI? ANGAŽIRA RENATA V ZAMENO ZA NJEGOVO SVOBODO;19 Bb,9 Renato;;Valter Dragan,Primož Vrhovec;1 1/4
62;62-20;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;LARA ZARADI KRIVDE NE PREMORE DOVOLJ MO?I  DA BI NA?ELA POGOVOR O LEONOVI ODPOVEDI.;2 Lara,1 Mark,10 Julija;;Gaja Fila?,Matej Zemlji?,Sabina Kogovšek;2 1/8
62;62-21;Lj/Kova?eva Mesnica;DAN-INT.;SAŠKI RAZGOVOR S KANDIDATOM ZA MESARJA OTEŽUJE JOKAJO?I TONI.;5 Saška,1000 Vozi?ek,385 Kandidat,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin,Saša Klan?nik;2 1/8
62;62-22;Lj/Pasaža/Pred mesnico;DAN-INT.;SAŠKA UGOTOVI  DA JO ?AKA ŠE ZA CEL DAN RAZGOVOROV.;5 Saška,1000 Vozi?ek,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin; 3/8
62;62-23;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.;MERI IZVE  DA DINO SKUPAJ Z NINO ORGANIZIRA VELIKI FUNDRAISER ZA POTAPLJAŠKI KLUB.;7 Frenk,18 Nina,6 Meri;;Gaber Trseglav,Melani Mekicar,Vesna Pernar?i?;1 1/4
62;62-24;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;MARK POVE JULIJI  DA V FARMAKISSOVIH POGODBAH PRIHAJA DO NEKONSISTENTNOSTIH PRI DATUMIH DATOTEK.;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;1 7/8
62;62-25;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;PARALELNI SEKVENCI (TELEFONSKI POGOVOR) LEONA ZANIMA  ?E JE LARA ŽE UREDILA PRI MARKU. SAŠKA PA NUJNO POTREBUJE LARINO POMO?.;257 Dr. Mirt,2PS Lara PS;;Žiga Udir,Gaja Fila?;1 3/8
62;62-26;Lj/Pasaža/Lokal;DAN-INT.;PARALELNI SEKVENCI (TELEFONSKI POGOVOR) LEONA ZANIMA  ?E JE LARA ŽE UREDILA PRI MARKU. SAŠKA PA NUJNO POTREBUJE LARINO POMO?.;2 Lara,5 Saška,257PS Dr. Mirt PS,287 MESARJI 5x 24.3. in 25.3.,290 STATISTI LOKAL A 4x 25.3.;MESARJI 5x 24.3. in 25.3.,STATISTI LOKAL A 4x 25.3.;Gaja Fila?,Mila Peršin,Žiga Udir;1 1/2
62;62-27;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;RENATO OBIŠ?E NI? HUDEGA SLUTE?O ERIKO.;252 Erika,9 Renato;;Bernarda Oman,Primož Vrhovec; 1/2
