Epizoda;Prizor;Lokacija;Okoliščine;Opis;Liki;Statisti;Igralci;Število strani scenarija
62;62-11;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;SANJA KRIMINALISTU POROČA O BB-JEVEM PAKETU IN POSKUSU UMORA.;252 Erika,258 Sanja,377 Kriminalist;;Bernarda Oman,Nina Rakovec,Boštjan Tadel;1 4/8
62;62-12;Kemp/Recepcija;DAN-INT.;MERI JE ZADOVOLJNA  KO VIDI  DA DINO NI Z NINO.;4 Dino,6 Meri;;Matino Antunović,Vesna Pernarčič;0 2/8
62;62-13;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;MARK OBLJUBI JULIJI  DA JI BO ON NAMESTO DAVIDA POMAGAL PRI PREISKAVI FARMAKISSOVIH MAHINACIJ.;1 Mark,10 Julija;;Matej Zemljič,Sabina Kogovšek;3 1/8
62;62-14;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.;LEON NAGOVORI LARO  DA SE GRE ONA POGOVORIT Z MARKOM - ONA GA EDINA LAHKO PREPRIČA  DA SPREJME LEONOVO ODPOVED.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;2 5/8
62;62-15;Lj/Kovačeva Mesnica;DAN-INT.;PARALELNI SEKVENCI (TELEFONSKI POGOVOR): FRENK PREVERJA  KAKO GRE SAŠKI V MESNICI - SAŠKA ZAGOTAVLJA  DA IMA VSE POD KONTROLO.;5 Saška,7PS Frenk PS,1000 Voziček,385 Kandidat,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin,Gaber Trseglav,Saša Klančnik;2
62;62-16;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;PARALELNI SEKVENCI (TELEFONSKI POGOVOR): FRENK PREVERJA  KAKO GRE SAŠKI V MESNICI - SAŠKA ZAGOTAVLJA  DA IMA VSE POD KONTROLO.;7 Frenk,5PS Saška PS;;Gaber Trseglav,Mila Peršin;2 3/8
62;62-17;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;LARA PRIDE DO MARKA  DA BI SE POGOVORILA O LEONOVI ODPOVEDI.;2 Lara,1 Mark;;Gaja Filač,Matej Zemljič;1 6/8
62;62-18;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;SANJA NI ZADOVOLJNA Z DELOM POLICIJE - SAMA BO DOKAZALA  DA JE BB MORILEC.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;2 1/8
62;62-19;Lj/Bb-Jeva Pisarna;DAN-INT.;BB POSLEDNJIČ ANGAŽIRA RENATA V ZAMENO ZA NJEGOVO SVOBODO;19 Bb,9 Renato;;Valter Dragan,Primož Vrhovec;1 2/8
62;62-20;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;LARA ZARADI KRIVDE NE PREMORE DOVOLJ MOČI  DA BI NAČELA POGOVOR O LEONOVI ODPOVEDI.;2 Lara,1 Mark,10 Julija;;Gaja Filač,Matej Zemljič,Sabina Kogovšek;2 1/8
62;62-21;Lj/Kovačeva Mesnica;DAN-INT.;SAŠKI RAZGOVOR S KANDIDATOM ZA MESARJA OTEŽUJE JOKAJOČI TONI.;5 Saška,1000 Voziček,385 Kandidat,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin,Saša Klančnik;2 1/8
62;62-22;Lj/Pasaža/Pred mesnico;DAN-INT.;SAŠKA UGOTOVI  DA JO ČAKA ŠE ZA CEL DAN RAZGOVOROV.;5 Saška,1000 Voziček,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin;0 3/8
62;62-23;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;MERI IZVE  DA DINO SKUPAJ Z NINO ORGANIZIRA VELIKI FUNDRAISER ZA POTAPLJAŠKI KLUB.;7 Frenk,18 Nina,6 Meri;;Gaber Trseglav,Melani Mekicar,Vesna Pernarčič;1 2/8
62;62-24;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;MARK POVE JULIJI  DA V FARMAKISSOVIH POGODBAH PRIHAJA DO NEKONSISTENTNOSTIH PRI DATUMIH DATOTEK.;1 Mark,10 Julija;;Matej Zemljič,Sabina Kogovšek;1 7/8
62;62-25;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;PARALELNI SEKVENCI (TELEFONSKI POGOVOR): LEONA ZANIMA  ČE JE LARA ŽE UREDILA PRI MARKU. SAŠKA PA NUJNO POTREBUJE LARINO POMOČ.;257 Dr. Mirt,2PS Lara PS;;Žiga Udir,Gaja Filač;1 3/8
62;62-26;Lj/Pasaža/Lokal;DAN-INT.;PARALELNI SEKVENCI (TELEFONSKI POGOVOR): LEONA ZANIMA  ČE JE LARA ŽE UREDILA PRI MARKU. SAŠKA PA NUJNO POTREBUJE LARINO POMOČ.;2 Lara,5 Saška,257PS Dr. Mirt PS,287 MESARJI 5x 24.3. in 25.3.,290 STATISTI LOKAL A 4x 25.3.;MESARJI 5x 24.3. in 25.3.,STATISTI LOKAL A 4x 25.3.;Gaja Filač,Mila Peršin,Žiga Udir;1 4/8
62;62-27;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;RENATO OBIŠČE NIČ HUDEGA SLUTEČO ERIKO.;252 Erika,9 Renato;;Bernarda Oman,Primož Vrhovec;0 4/8
63;63-01;Lj/Pasaža/Lokal;DAN-INT.; SAŠKA PROSI LARO ZA POMOČ. NUJNO POTREBUJE VARSTVO ZA TONIJA  SAJ IMA V MESNICI RAZGOVORE ZA POMOČNIKA. ;2 Lara,5 Saška,1000 Voziček,287 MESARJI 5x 24.3. in 25.3.,290 STATISTI LOKAL A 4x 25.3.;MESARJI 5x 24.3. in 25.3.,STATISTI LOKAL A 4x 25.3.;Gaja Filač,Mila Peršin;1
63;63-02;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.; SANJA JE PRIŠLA DO JULIJE PO DOKAZE O BB-JEVIH MORILSKIH AKTIVNOSTIH. JULIJE NI DOMA.;1 Mark,258 Sanja;;Matej Zemljič,Nina Rakovec;1 3/8
63;63-03;Lj/Bistro Lotus;DAN-INT.; JULIJA SOOČI ROMANA Z DOKAZI  DA JE NEKDO SPREMINJAL POGODBE ŽE PO NJENEM PODPISU. ;10 Julija,251 Roman,270 poslovnež 2x (našpičita ušesa),299 STATISTI LOTUS B 6x 9.4.;poslovnež 2x (našpičita ušesa),STATISTI LOTUS B 6x 9.4.;Sabina Kogovšek,Uroš Smolej;1 1/8
63;63-04;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.; MERI NI VŠEČ NININO SODELOVANJE Z DINOM. FRENK JO OPOZORI NE NJENO OBLJUBO  DA SE NE BO VEČ VTIKALA V DINA IN SAŠKO. ;7 Frenk,18 Nina,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Melani Mekicar,Vesna Pernarčič;2 2/8
63;63-05;Lj/Pasaža/Lokal;DAN-INT.; LARI USPE UMIRITI JOKAJOČEGA TONIJA.;2 Lara,5 Saška,1000 Voziček,287 MESARJI 5x 24.3. in 25.3.,290 STATISTI LOKAL A 4x 25.3.;MESARJI 5x 24.3. in 25.3.,STATISTI LOKAL A 4x 25.3.;Gaja Filač,Mila Peršin;1 7/8
63;63-06;Lj/Bistro Lotus/Šank;DAN-INT.;ROMAN OBLJUBI JULIJI  DA BO TAKOJ RAZISKAL  KDO JE SPREMINJAL SPORNE POGODBE.;10 Julija,251 Roman,299 STATISTI LOTUS B 6x 9.4.;STATISTI LOTUS B 6x 9.4.;Sabina Kogovšek,Uroš Smolej;1 2/8
63;63-07;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;MARK POSKUŠA POMAGATI SANJI. POISKAL BO DOKUMENTE  KI JIH TAKO NUJNO POTREBUJE  SANJA PA DOBI GROZILNI SMS.;1 Mark,258 Sanja;;Matej Zemljič,Nina Rakovec;1 5/8
63;63-08;Lj/Kovačeva Mesnica;DAN-INT.; SAŠKA SE PRIPRAVLJA  DA BO OBZIRNO ODSLOVILA KANDIDATA ZA SLUŽBO V MESNICI  KO JO POKLIČE MERI.  ;5 Saška,387 Bine,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin,Jakob Šfiligoj;1 4/8
63;63-09;Lj/Bistro Lotus/Šank;DAN-INT.;ROMAN SE POSMEHUJE JULIJI - VSI DOKAZI KAŽEJO  DA JE SAMA SPREMINJALA SPORNE POGODBE.;10 Julija,251 Roman,299 STATISTI LOTUS B 6x 9.4.;STATISTI LOTUS B 6x 9.4.;Sabina Kogovšek,Uroš Smolej;1 3/8
63;63-10;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.; SANJA  ZASKRBLJENA ZA ERIKO  PRIHITI DOMOV. TAM JO PRIČAKA RENATO  KI IMA ZANJO BB-JEVO SPOROČILO. ;258 Sanja,9 Renato;;Nina Rakovec,Primož Vrhovec;1 2/8
63;63-11;Lj/Kovačeva Mesnica;DAN-INT.;PARALELNA SCENA: MERI NI  ZADOVOLJNA S SAŠKINIM ODZIVOM NA NOVICO  DA NINA POMAGA DINU. SAŠKA PA V MESNICI ZAPOSLI NOVEGA POMOČNIKA.;5 Saška,6PS Meri PS,387 Bine,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin,Vesna Pernarčič,Jakob Šfiligoj;3
63;63-12;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.; MERI NI ZADOVOLJNA S SAŠKINIM ODZIVOM NA NOVICO  DA NINA POMAGA DINU. SAŠKA PA V MESNICI ZAPOSLI NOVEGA POMOČNIKA. ;6 Meri,5PS Saška PS,206 KEMP STANDARD (7);KEMP STANDARD (7);Vesna Pernarčič,Mila Peršin;3 2/8
63;63-13;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; MARK OBLJUBI JULIJI  DA BO POSKUŠAL PREGOVORITI DAVIDA  DA VENDARLE POMAGA DOKAZATI JULIJINO NEDOLŽNOST. ;1 Mark,10 Julija;;Matej Zemljič,Sabina Kogovšek;3 2/8
63;63-14;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.; RENATO ZAGROZI SANJI - ČE NE BO UBOGALA  BO ERIKA UMRLA. ;258 Sanja,9 Renato;;Nina Rakovec,Primož Vrhovec;1 1/8
63;63-15;Lj/Nadino stanovanje/Jedilnica;DAN-INT.;MARK PROSI DAVIDA ZA POMOČ JULIJI. DAVID GA ZAVRNE.;1 Mark,11 David,13 Nada;;Matej Zemljič,Blaž Valič,Aleksandra Balmazović;3 5/8
63;63-16;Kemp/Pot Čez Kemp;DAN-EXT.; MERI ZAHTEVA  DA HRVOJE USTAVI LICITACIJO. HRVOJE IZVE  DA JE NA DRAŽBI TUDI ON. ;14 Hrvoje,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Vesna Pernarčič;1 3/8
63;63-17;Lj/Pasaža/Pred Mesnico/Lokal;DAN-INT.;SAŠKA BO ZAVIHALA ROKAVE IN TUDI SAMA POMAGALA DINU ZBRATI DENAR ZA NOVO OPREMO.;2 Lara,5 Saška,1000 Voziček,286 STATISTI LOKAL B 4x 24.3.;STATISTI LOKAL B 4x 24.3.;Gaja Filač,Mila Peršin;2 2/8
63;63-18;Lj/Nadino stanovanje/Jedilnica;DAN-INT.; NADA SPODBUDI DAVIDA  DA BO VENDARLE POMAGAL JULIJI DOKAZATI NEDOLŽNOST V AFERI S PREPRODAJO ZDRAVIL ZA ODPIS. ;11 David,13 Nada;;Blaž Valič,Aleksandra Balmazović;1 6/8
63;63-19;Kemp/Bar Na Plaži;DAN-EXT.; DINO IN NINA SE PRIPRAVLJATA NA DRAŽBO  KO PRIDE JEZNI HRVOJE. HRVOJE NE BO SODELOVAL NA DRAŽBI!;14 Hrvoje,18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Melani Mekicar,Matino Antunović;3
63;63-20;Lj/Nadino Stanovanje/Vhodna Veža;DAN-INT.;NADA DOBI PRIPOROČENO POŠTO OD SLOVENSKE KROVNE ZVEZE ZA PSIHOTERAPIJO.;13 Nada,389 Poštar;;Aleksandra Balmazović,Dušan Gornik;0 4/8
63;63-21;Lj/Bb-Jeva Pisarna;DAN-INT.; SANJA PROSI BB-JA  NAJ PUSTI NJENO MAMO. BB POTREBUJE OD SANJE USLUGO. ;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;2 2/8
63;63-22;Lj/Pasaža/Lokal;DAN-INT.; LARA OB TONIJU KAR ŽARI OD MILINE. MARKU POGLED NANJO SPODNESE TLA POD NOGAMI. ;2 Lara,1 Mark,1000 Voziček,285 STATISTI PASAŽA A 4x 24.3.;STATISTI PASAŽA A 4x 24.3.;Gaja Filač,Matej Zemljič;1 6/8
63;63-23;Lj/Nadino stanovanje/Ordinacija;DAN-INT.;DAVID SE ODPRAVLJA POMAGAT JULIJI  NADA PA ŠOKIRANA UGOTOVI  DA JE NEKDO PODAL PRIJAVO PROTI NJEJ.;11 David,13 Nada;;Blaž Valič,Aleksandra Balmazović;1 1/8
63;63-24;Lj/Bb-Jeva Pisarna;DAN-INT.; BB IZSILJUJE SANJO - NAJ MU PRINESE DOKAZE  KI SO JIH ZBRALI PROTI NJEMU  SICER BO ERIKA UMRLA.;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;1
63;63-25;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;RENATO PRIPRAVLJA INJEKCIJO ZA ERIKO.;252 Erika,9 Renato;;Bernarda Oman,Primož Vrhovec;0 4/8
64;64-01;Lj/Nadino stanovanje/Ordinacija;DAN-INT.; NADA DAVIDU ZAMOLČI  DA JE PREJELA PRIJAVO.;11 David,13 Nada;;Blaž Valič,Aleksandra Balmazović;1 1/8
64;64-02;Lj/Pasaža/Lokal;DAN-INT.;LARA ŽE ZBERE POGUM  DA MARKA PROSI ZA LEONOVO PREDČASNO ODPOVED  A JI SITUACIJA SPET PREKRIŽA NAČRTE.;2 Lara,1 Mark,1000 Voziček,390 Stranka lokala 5,285 STATISTI PASAŽA A 4x 24.3.,288 Stranka lokala 6 1x 24.3.;STATISTI PASAŽA A 4x 24.3.,Stranka lokala 6 1x 24.3.;Gaja Filač,Matej Zemljič,Janja Turk;1 5/8
64;64-03;Kemp/Bar Na Plaži;DAN-EXT.; DINO PREPRIČA HRVOJA  DA BO TUDI ON SODELOVAL NA DRAŽBI.;14 Hrvoje,18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Melani Mekicar,Matino Antunović;1 7/8
64;64-04;Lj/Julijino Stanovanje/Predsoba;DAN-INT.; DAVID JULIJI VENDARLE PONUDI POMOČ PRI DOKAZOVANJU NEDOLŽNOSTI.;10 Julija,11 David;;Sabina Kogovšek,Blaž Valič;1 3/8
64;64-05;Lj/Pasaža/Lokal;DAN-INT.; MARK PONUDI LARI POMOČ - BO ON PREVZEL VARSTVO TONIJA.;2 Lara,1 Mark,1000 Voziček,390 Stranka lokala 5,392 Stranka lokala 7- Pero,285 STATISTI PASAŽA A 4x 24.3.,288 Stranka lokala 6 1x 24.3.;STATISTI PASAŽA A 4x 24.3.,Stranka lokala 6 1x 24.3.;Gaja Filač,Matej Zemljič,Janja Turk,Rene Borštnar;1 7/8
64;64-06;Kemp/Pred recepcijo;DAN-EXT.; FRENK IZVE  DA BO HRVOJE SODELOVAL NA DRAŽBI.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;1 3/8
64;64-07;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; SLED DENARJA  KI SE OD FARMAKOTRADEA STEKA NA KANARCE  VODI DO ZASEBNEGA REZIDENČNEGA NASLOVA!;10 Julija,11 David;;Sabina Kogovšek,Blaž Valič;1 7/8
64;64-08;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.; FRENK BI SE UDELEŽIL DRAŽBE  MERI PA PROTESTNO OSTANE DOMA.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernarčič;2
64;64-09;Kemp/Bar Na Plaži;DAN-EXT.;"NA DRAŽBI SE PREDSTAVIJO TRIJE ""ARTIKLI"": DINO  NINA IN HRVOJE.";14 Hrvoje,7 Frenk,18 Nina,4 Dino,378 Tečajnik 1,379 Tečajnik 2,273 6-8 kempistov;6-8 kempistov;Alen Šalinović,Gaber Trseglav,Melani Mekicar,Matino Antunović;1 2/8
64;64-10;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; BREDA SANCHEZ  UPOKOJENKA  KI PREJEMA DENAR S FARMAKOTRADE-A  JE ... ROMANOVA MAMA!;10 Julija,11 David;;Sabina Kogovšek,Blaž Valič;1 3/8
64;64-11;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;" MERI POHITI NA DRAŽBO  DA ""ZAVARUJE"" DINA.";6 Meri,206 KEMP STANDARD (7),393 Bejba 1,394 Bejba 2;KEMP STANDARD (7);Vesna Pernarčič;1
64;64-12;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; SANJA DOSEŽE  DA OSTANE SAMA Z EDIJEM V JULIJINEM STANOVANJU.;10 Julija,11 David,258 Sanja;;Sabina Kogovšek,Blaž Valič,Nina Rakovec;3 5/8
64;64-13;Lj/Pasaža/Lokal;DAN-INT.;LARA Z OBČUDOVANJEM OPAZUJE MARKOVO POTRPEŽLJIVOST IN LJUBEZNIVOST DO TONIJA.;2 Lara,1 Mark,1000 Voziček,390 Stranka lokala 5,392 Stranka lokala 7- Pero,285 STATISTI PASAŽA A 4x 24.3.,288 Stranka lokala 6 1x 24.3.;STATISTI PASAŽA A 4x 24.3.,Stranka lokala 6 1x 24.3.;Gaja Filač,Matej Zemljič,Janja Turk,Rene Borštnar;0 6/8
64;64-14;Kemp/Bar Na Plaži;DAN-EXT.;FRENK JE ŽE KUPIL HRVOJA. MERI PA SKUŠA PREPREČITI PRODAJO DINA POSTAVNI MLADENKI.;14 Hrvoje,7 Frenk,18 Nina,4 Dino,6 Meri,378 Tečajnik 1,379 Tečajnik 2,273 6-8 kempistov,393 Bejba 1,394 Bejba 2;6-8 kempistov;Alen Šalinović,Gaber Trseglav,Melani Mekicar,Matino Antunović,Vesna Pernarčič;3 3/8
64;64-15;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;JULIJA SOOČI FARMAKOTRADE Z NOVO INFORMACIJO - POVEZANI STE Z ROMANOM IN NJEGOVIMI UMAZANIMI POSLI!;10 Julija,346 Direktor Farmakotradea,20OFF Petra off;;Sabina Kogovšek,Rok Kunaver,Maja Zupan;1 5/8
64;64-16;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;SANJA SE SOOČA Z DILEMO - REŠITI MAMO ALI USTAVITI BB-JA?;3 Edvard,258 Sanja;;Aleš Valič,Nina Rakovec;1 1/8
64;64-17;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; DAVID SE VRNE K NADI - PRIČAKA PA GA PRISRČNO SPOROČILCE.;12 Jana,11 David;;Tanja Potočnik,Blaž Valič;1 3/8
64;64-18;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; DIREKTOR FARMAKOTRADE-A JE ZAČUDEN - ROMAN JE IZIGRAL TUDI NJIH. JULIJI BODO PRISKRBELI POTREBNE DOKAZE.;10 Julija,346 Direktor Farmakotradea;;Sabina Kogovšek,Rok Kunaver;1 4/8
64;64-19;Lj/Pasaža/Lokal;DAN-INT.; LARA IN MARK UGOTOVITA  DA JE TONIJA POTREBNO PREVITI.;2 Lara,1 Mark,1000 Voziček,286 STATISTI LOKAL B 4x 24.3.;STATISTI LOKAL B 4x 24.3.;Gaja Filač,Matej Zemljič;1 4/8
64;64-20;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.; MERI NE GRE S FRENKOM NA VEČERJO  KER JO SKRBI  DA BO DINO NEZVEST.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernarčič;1 6/8
64;64-21;Lj/Julijino Stanovanje/Kabinet;DAN-INT.;SANJA NIMA IZBIRE - LOTI SE ISKANJA DOKUMENTOV.;258 Sanja;;Nina Rakovec;0 4/8
64;64-22;Lj/Pasaža/Lokal;DAN-INT.; LARA NE MORE UMAKNITI OČI Z MARKA - OČITNO JE TUDI ONA ŠE VEDNO ZALJUBLJENA VANJ.;2 Lara,1 Mark,5 Saška,1000 Voziček,286 STATISTI LOKAL B 4x 24.3.;STATISTI LOKAL B 4x 24.3.;Gaja Filač,Matej Zemljič,Mila Peršin;2 6/8
64;64-23;Kemp/Betonska Plaža;NOČ-EXT.;MERI NADZORUJE DINA IN BEJBO MED PRIPRAVAMI NA POTOP.;4 Dino,6 Meri,393 Bejba 1;;Matino Antunović,Vesna Pernarčič;1 6/8
64;64-24;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;NOČ-INT.; JULIJA SE ŽE DOGOVARJA S TOŽILCEM  KO NJENE NAČRTE PREKRIŽA ROMAN.;10 Julija,251 Roman;;Sabina Kogovšek,Uroš Smolej;1 1/8
64;64-25;Kemp/Potapljaški Klub;NOČ-EXT.;MERI NI SKRBELO ZAMAN - DINO DOBI OD MLADENKE NESPODOBNO POVABILO.;4 Dino,393 Bejba 1;;Matino Antunović;2 1/8
64;64-26;Lj/Julijino Stanovanje/Kabinet;NOČ-INT.; SANJA KONČNO NAJDE DOKAZNO GRADIVO ZA BB-JA  KO JO PRESENETI NEPRIČAKOVAN OBISKOVALEC.;258 Sanja;;Nina Rakovec;0 4/8
65;65-01;Kemp/Potapljaški Klub;NOČ-EXT.;"DINO JE V DILEMI  ALI NAJ SPREJME NESPODOBNO POVABILO. MERI ""REŠI"" DINA IZ ROK ZAPELJIVKE. ";4 Dino,6 Meri,393 Bejba 1;;Matino Antunović,Vesna Pernarčič;2
65;65-02;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;NOČ-INT.;ROMAN SOOČI JULIJO Z DOKAZI O EDVARDOVIH NELEGALNIH POSLIH S FARMAKOTRADEOM.;10 Julija,251 Roman;;Sabina Kogovšek,Uroš Smolej;2 3/8
65;65-03;Lj/Julijino Stanovanje/Predsoba;NOČ-INT.;MARK ZALOTI SANJO V JULIJINEM KABINETU. SANJA SE IZGOVORI  DA JE ISKALA STRANIŠČE.;1 Mark,258 Sanja;;Matej Zemljič,Nina Rakovec;1 2/8
65;65-04;Lj/Pasaža/Lokal;NOČ-INT.;LEON JE SLABE VOLJE  KER LARA ŠE VEDNO NI PROSILA MARKA  NAJ GA SPUSTI S KLINIKE.;2 Lara,257 Dr. Mirt,293 STATISTI LOKAL A 4x 3.4.;STATISTI LOKAL A 4x 3.4.;Gaja Filač,Žiga Udir;2
65;65-05;Kemp/Kovačeva Parcela/Pred Prikolico;NOČ-EXT.;"DINO IZČRPAN ODIDE SPAT. MERI JE POMIRJENA  KER IMA ""ZETA"" POD NADZOROM.";7 Frenk,4 Dino,6 Meri;;Gaber Trseglav,Matino Antunović,Vesna Pernarčič;2 3/8
65;65-06;Lj/Steinerjeva Klinika/Shramba;NOČ-INT.;JULIJA SE DOKONČNO PREPRIČA O ROMANOVIH TRDITVAH  KO NA KLINIKI ODKRIJE SUMLJIVE PAKETE ZDRAVIL.;10 Julija;;Sabina Kogovšek;0 5/8
65;65-07;Lj/Bistro Lotus;NOČ-INT.;LARA JE POD PRITISKOM - LEON JE ŽE POTRDIL PRIHOD NA KLINIKO V BRISBANEU. LARA MORA ČIMPREJ PREPRIČATI MARKA  DA GA SPUSTI.;2 Lara,257 Dr. Mirt,278 Natakar - natoči penino;Natakar - natoči penino;Gaja Filač,Žiga Udir;2
65;65-08;Lj/Julijino Stanovanje/Dnevna Soba;NOČ-INT;MARK SKLENE  DA SE BO ODSLEJ IZOGIBAL LARI  SAJ MU VSAKO DRUŽENJE Z NJO ODPRE NOVE SRČNE RANE.;1 Mark,3 Edvard;;Matej Zemljič,Aleš Valič;0 7/8
65;65-09;Kemp/Ex Renatova Parcela/Prikolica;NOČ-INT./EXT;NINA ZBUDI DINA IN GA POVABI  DA SKUPAJ NAZDRAVITA USPEŠNEMU VEČERU.;18 Nina,4 Dino;;Melani Mekicar,Matino Antunović;0 7/8
65;65-10;Kemp/Naravna plaža;NOČ-EXT.;DINO JE HVALEŽEN NINI ZA POMOČ. SPRVA PRIJATELJSKI POLJUB ZBUDI STARE STRASTI. DINO IN NINA SE PREPUSTITA POŽELENJU. ;18 Nina,4 Dino;;Melani Mekicar,Matino Antunović;2 6/8
65;65-11;Lj/Julijino Stanovanje/Kuhinja;DAN-INT.;JULIJA NIMA ČASA DOKAZOVATI EDVARDOVE NEDOLŽNOSTI  MORA PREDATI TOŽILCU DOKAZE PROTI BB-JU ŠE DANES. ;1 Mark,10 Julija;;Matej Zemljič,Sabina Kogovšek;2 3/8
65;65-12;Lj/Kozmetični Salon;DAN-INT.;SAŠKA ŽE NAVSEZGODAJ ZAČENJA Z DELOM V SALONU  DA BO ZASLUŽILA DENAR ZA SVOJEGA MOŠKEGA.;5 Saška,395 Stranka kozmetičnega salona 6,293 STATISTI LOKAL A 4x 3.4.;STATISTI LOKAL A 4x 3.4.;Mila Peršin,Ursula Vratuša Globočnik;1 2/8
65;65-13;Kemp/Parcela Med Borovci/Ninin Šotor;DAN-INT./EXT.;DINO SE ZBUDI V POSTELJI Z NINO.;18 Nina,4 Dino;;Melani Mekicar,Matino Antunović;0 2/8
65;65-14;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.;LARA JE PRIŠLA DO MARKA  DA BI GA PROSILA  NAJ SPUSTI LEONA S KLINIKE.;2 Lara,1 Mark;;Gaja Filač,Matej Zemljič;2 3/8
65;65-15;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MARK JE NEPRESPAN IN IZČRPAN OD SKRBI ZA DEDA IN ZA KLINIKO. LARA NIMA SRCA  DA BI GA DODATNO OBREMENILA.;2 Lara,1 Mark;;Gaja Filač,Matej Zemljič;1 3/8
65;65-16;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.;NADA JE ZASKRBLJENA ZARADI JULIJINE PRIJAVE  A NE ŽELI OBREMENJEVATI JANE S SVOJIMI PROBLEMI.;12 Jana,13 Nada;;Tanja Potočnik,Aleksandra Balmazović;2
65;65-17;Lj/Pasaža/Lokal;DAN-INT.;SAŠKA BI NADALJEVALA Z DELOM V SALONU  A DINO NOČE V LJUBLJANO. LARA JI PREDLAGA  DA Z DINOM POIŠČETA KOMPROMIS.;2 Lara,5 Saška,1000 Voziček,293 STATISTI LOKAL A 4x 3.4.;STATISTI LOKAL A 4x 3.4.;Gaja Filač,Mila Peršin;2 4/8
65;65-18;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;MERI SE MEHČA. RAZMIŠLJA  DA BI TUDI ONA NAJELA POMOČ V SALONU  DA BODO LAHKO VSI SKUPAJ UŽIVALI POLETJE V KEMPU.;7 Frenk,4 Dino,6 Meri;;Gaber Trseglav,Matino Antunović,Vesna Pernarčič;2
65;65-19;Kemp/Bar Na Plaži;DAN-EXT.;DINO IN NINA SKLENETA  DA BOSTA POZABILA NA NOČNI SPODRSLJAJ  SAJ NE ŽELITA PRIZADETI SAŠKE.;18 Nina,4 Dino;;Melani Mekicar,Matino Antunović;1 4/8
