Epizoda;Prizor;Lokacija;Okoliščine;Opis;Liki;Statisti;Igralci;Število strani scenarija
33;33-02;Lj/Bb-Jeva Pisarna;DAN-INT.;PEČNIK LAŽE BB-JU  DA NIMA USB KLJUČKA: SAMO ŠIROKOUSTIL SE JE  DA BI POLOŽIL SANJO.;19 Bb,15 Pečnik;;Valter Dragan,Matija Rupel;1 3/8
33;33-03;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;LARA IMA SLABO VEST  KER JE PUSTILA MIRTA NA CEDILU  DR. MIRT PA HLADNOKRVNO ZAVRAČA VSA OPRAVIČILA.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;1 3/8
33;33-04;Kemp/Pot Čez Kemp;DAN-EXT.;HRVOJEV POGOVOR S ČRTOM SE KONČA KRVAVO.;14 Hrvoje,194 Črt,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Aljaž Tepina;2 3/8
33;33-05;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;DAVID IMA BOLJŠO IDEJO  KAKO PRITI DO DNA NAVEZI FARMAKISS/ FARMAKOTRADE.;3 Edvard,11 David;;Aleš Valič,Blaž Valič;2 2/8
33;33-06;Lj/Bb-Jeva Pisarna;DAN-INT.;BB ZAGROZI PEČNIKU - ČE BO PEČNIK SPLETKARIL PROTI NJEMU  GA BO BB NAMOČIL ZA STANETOV UMOR.;19 Bb,15 Pečnik;;Valter Dragan,Matija Rupel;1 4/8
33;33-07;Kemp/Bar Na Plaži;DAN-EXT.;DINA NI NIKJER IN SAŠKA JE SAMA NA DAN NJUNE OBLETNICE.;1 Mark,21 Mia,5 Saška,6OFF Meri Off,206 KEMP STANDARD (7);KEMP STANDARD (7);Matej Zemljič,Zala Djurić,Mila Peršin,Vesna Pernarčič;2 3/8
33;33-08;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;JANA IZVE OD ČRTA  DA JIH JE FASAL OD HRVOJA.;12 Jana,194 Črt,213 KEMP MANJ (3);KEMP MANJ (3);Tanja Potočnik,Aljaž Tepina;2 1/8
33;33-09;Kemp/Recepcija;DAN-INT.;HRVOJE JIH ZARADI ČRTA SLIŠI OD JANE - NJUNEGA PRIJATELJSTVA JE KONEC.;14 Hrvoje,12 Jana;;Alen Šalinović,Tanja Potočnik;2
33;33-10;Lj/Edvardovo Stanovanje/Jedilnica;DAN-INT.;EDI IN DAVID VDIRATA V FAMAKISSOV SISTEM  KO JU PRESENTI TRKANJE NA VRATIH.;3 Edvard,11 David;;Aleš Valič,Blaž Valič;1 6/8
33;33-11;Kemp/Stanetova Parcela/Pred Prikolico;DAN-EXT.;FANTA BOSTA KONČNO ŠLA NA RIBIŠKI IZLET.;14 Hrvoje,7 Frenk,213 KEMP MANJ (3);KEMP MANJ (3);Alen Šalinović,Gaber Trseglav;1 4/8
33;33-12;Kemp/Bar Na Plaži;DAN-EXT.;DINO PRESENETI SAŠKO S PRELEPIM DARILOM ZA OBLETNICO. TUDI MARK IN MIA NAČRTUJETA ROMANTIČNI VEČER.;1 Mark,21 Mia,4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Matej Zemljič,Zala Djurić,Matino Antunović,Mila Peršin;3 3/8
33;33-13;Lj/Pečnikova Pisarna;DAN-INT.;PEČNIK PANIČNO KLIČE OPERATIVCA  A ŠTEVILKA NE OBSTAJA.;15 Pečnik;;Matija Rupel;0 3/8
33;33-14;Lj/Edvardovo Stanovanje/Predsoba;DAN-INT.;EDVARDA SREDI HEKANJA V FARMAKISS ZMOTI JULIJA Z NOVINARKO  KI JE PRIŠLA NAREDIT INTERVJU Z EDVARDOM.;3 Edvard,10 Julija,351 Novinarka;;Aleš Valič,Sabina Kogovšek,Eva Jurko;2 1/8
33;33-15;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;LARA SE POSKUŠA POGOVORITI Z DR. MIRTOM. LEON NIMA ČASA ZA LARO.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;1 2/8
33;33-16;Kemp/Ex-Renatova Parcela;DAN-EXT.;SAŠKA NE NAJDE FRENKA  DA BI PAZIL NA TONIJA. DINO BO NAMESTO NJEGA ANGAŽIRAL HRVOJA.;4 Dino,5 Saška,213 KEMP MANJ (3);KEMP MANJ (3);Matino Antunović,Mila Peršin;1 5/8
33;33-17;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDI JE NA TRNIH  DA JULIJA NE BI ODKRILA DAVIDA SREDI HEKANJA  AMPAK... DAVIDA NI.;3 Edvard,10 Julija,351 Novinarka;;Aleš Valič,Sabina Kogovšek,Eva Jurko;1
33;33-18;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;DAVID SE JE SREDI HEKANJA PRED JULIJO SKRIL V MARKOVO GARSONJERO.;11 David;;Blaž Valič;0 3/8
33;33-19;Kemp/Janina Parcela/Avtodom;DAN-INT./EXT.;ČRT OBLJUBI  DA BO ŠEL OSEBNO NA CSU REŠIT FINANČNO SITUACIJO.;12 Jana,194 Črt;;Tanja Potočnik,Aljaž Tepina;2 2/8
33;33-20;Kemp/Recepcija;DAN-INT.;TUDI HRVOJA NI - DINO IN SAŠKA STA OSTALA BREZ VARSTVA ZA TONIJA.;4 Dino;;Matino Antunović;0 5/8
33;33-21;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;"MIRT PRESENETI LARO Z ""NAVODILI"" ZA NJUN NASLEDNJI ZMENEK.";2 Lara,18OFF Nina Off,257 Dr. Mirt;;Gaja Filač,Melani Mekicar,Žiga Udir;2 2/8
33;33-22;Kemp/Naravna plaža;DAN-EXT.;MARK IN MIA UŽIVATA ROMANTIČNO POPOLDNE IN NAČRTUJETA ŠE BOLJ ROMANTIČEN VEČER.;1 Mark,21 Mia,206 KEMP STANDARD (7);KEMP STANDARD (7);Matej Zemljič,Zala Djurić;1 7/8
33;33-23;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDI IN JULIJA  OČE IN HČI  SE PRED NOVINARKO 100% PODPIRATA.;3 Edvard,10 Julija,351 Novinarka;;Aleš Valič,Sabina Kogovšek,Eva Jurko;2 4/8
33;33-24;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;DAVID UGOTOVI  DA JE JULIJA PODPISNICA ODPISANIH ZDRAVIL.;11 David;;Blaž Valič;0 3/8
33;33-25;Kemp/Klubska soba;DAN-INT.;SAŠKA IN DINO POTREBUJETA USLUGO - BI MARK IN MIA PAZILA TONIJA  DA GRESTA ONADVA LAHKO NA KONCERT?;1 Mark,21 Mia,4 Dino,5 Saška;;Matej Zemljič,Zala Djurić,Matino Antunović,Mila Peršin;2 1/8
33;33-26;Lj/Bb-Jeva Pisarna;DAN-INT.;BB SE ODLOČI SPRAVIT SVOJEGA ČLOVEKA (RENATA) IZ ZAPORA.;19 Bb;;Valter Dragan;0 5/8
34;34-01;Kemp/Edvardova parcela/Prikolica;DAN-INT./EXT.;MIA IN MARK STA IZČRPANA PO NEPRESPANI NOČI IN SKRBI ZA TONIJA. KONČNO JU ODREŠI SAŠKIN PRIHOD.;1 Mark,21 Mia,5 Saška;;Matej Zemljič,Zala Djurić,Mila Peršin;1 6/8
34;34-02;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; DAVID ŽE NAVSEZGODAJ PRIDE DO EDIJA. DAVID JE ODKRIL  KDO NA FARMAKISSU JE ODGOVOREN ZA SUMLJIVE POSLE S FARMAKOTRADEOM. ;3 Edvard,11 David;;Aleš Valič,Blaž Valič;1 6/8
34;34-03;Kemp/Edvardova parcela/Prikolica;DAN-INT./EXT.;MII PO CELONOČNEM UKVARJANJU Z DOJENČKOM NI DO MARKOVIH NEŽNOSTI. POTREBUJE SPANEC.;1 Mark,21 Mia,5OFF Saška Off;;Matej Zemljič,Zala Djurić,Mila Peršin;1 2/8
34;34-04;Kemp/Janina Parcela/Avtodom;DAN-INT./EXT.;JANA BI ŠLA S ČRTOM V LJUBLJANO. ČRT JO PREPRIČA  DA JE BOLJE  DA UREDI SAM S CSU.;12 Jana,194 Črt;;Tanja Potočnik,Aljaž Tepina;1 7/8
34;34-05;Lj/Edvardovo Stanovanje/Jedilnica;DAN-INT.; EDVARD MORA PRITI DO JULIJINEGA RAČUNALNIKA  DA SE PREPRIČA  ALI JULIJA RES STOJI ZA UMAZANIM POSLOM S FARMAKOTRADEOM. ;3 Edvard,11 David;;Aleš Valič,Blaž Valič;3 5/8
34;34-06;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; JUTRANJA KAVA VRNE MII ŽELJO PO ROMANTIKI. ;1 Mark,21 Mia,206 KEMP STANDARD (7);KEMP STANDARD (7);Matej Zemljič,Zala Djurić;1 6/8
34;34-07;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.; ČRT SE POSLOVI OD JANE  KI NE SLUTI  DA JO ČAKA NOV UDAREC.;12 Jana,194 Črt,206 KEMP STANDARD (7);KEMP STANDARD (7);Tanja Potočnik,Aljaž Tepina;2 3/8
34;34-08;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.; NADA DOBI NENAVADEN KLIC. LARA PA SE MORA UREDITI ZA ZMENEK Z DR. MIRTOM. ;2 Lara,13 Nada;;Gaja Filač,Aleksandra Balmazović;1 4/8
34;34-09;Kemp/Edvardova parcela/Prikolica;DAN-INT./EXT.;MIIN IN MARKOV PETELINJI ZAJTRK ZMOTI DINO  KI JU V ZAHVALO ZA VARSTVO POVABI NA KOSILO.;1 Mark,21 Mia,4 Dino;;Matej Zemljič,Zala Djurić,Matino Antunović;1 4/8
34;34-10;Lj/Julijino Stanovanje/Kuhinja;DAN-INT.; EDI BI SI SPOSODIL JULIJIN PRENOSNIK. JULIJA GA POTREBUJE. ;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;1 3/8
34;34-11;Lj/Dolenčevo Stanovanje/Jedilnica;DAN-INT.;ERIKA BI POBEGNILA ŽALOSTI IN ODŠLA S SANJO V AMERIKO. SANJA NE GRE V AMERIKO  DOKLER TU NE PORAVNA RAČUNOV.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;2 1/8
34;34-12;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;EDVARD JE POLIL JULIJIN PRENOSNIK S KAVO. JULIJA JE OBUPANA. EDI JI ZAGOTOVI  DA BO POPRAVIL ŠKODO.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;1
34;34-13;Kemp/Restavracija;DAN-INT.;SAŠKA IN DINO SE NA SKUPNEM KOSILU NAVDUŠUJETA NAD STARŠEVSTVOM. MIA JE ODLOČENA  DA NE BO IMELA OTROK.;1 Mark,21 Mia,4 Dino,5 Saška;;Matej Zemljič,Zala Djurić,Matino Antunović,Mila Peršin;3 1/8
34;34-14;Kemp/Naravna plaža;DAN-EXT.;JANA SE POSKUŠA ZAMOTITI Z RISANJEM  A JE PREVEČ NA TRNIH. POKLIČE ČRTA  KI PA IMA ZANJO SLABO NOVICO.;12 Jana,194OFF Črt Off,213 KEMP MANJ (3);KEMP MANJ (3);Tanja Potočnik,Aljaž Tepina;1 2/8
34;34-15;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; DAVID JE PRIŠEL POPRAVIT JULIJIN PRENOSNIK. EDI MU NAROČI  NAJ NA KLJUČEK SKOPIRA SPORNE JULIJINE POGODBE. ;3 Edvard,10 Julija,11 David;;Aleš Valič,Sabina Kogovšek,Blaž Valič;1 7/8
34;34-16;Kemp/Restavracija;DAN-INT.; PRIJETNEGA KOSILA JE KONEC  KO MARK POVE MII O SVOJIH DOBRODELNIH NAČRTIH SKUPAJ Z LARO. MIA JEZNA ODIDE. ;1 Mark,21 Mia,4 Dino,5 Saška;;Matej Zemljič,Zala Djurić,Matino Antunović,Mila Peršin;3 5/8
34;34-17;Lj/Nadino Stanovanje/Spalnica;DAN-INT.; NADA POMAGA LARI IZBRATI OBLEKO ZA ZMENEK Z DR. MIRTOM. LARA JE VSE MANJ NAVDUŠENA NAD ZMENKOM. ;2 Lara,13 Nada;;Gaja Filač,Aleksandra Balmazović;1 4/8
34;34-18;Lj/Bistro Lotus/Separe;DAN-INT.;SANJA JE JEZNA  KER EDI OČITNO ZMAGUJE V TEKMI ZA MINISTRSKI STOLČEK. Z BB-JEM GA MORATA USTAVITI!;19 Bb,258 Sanja,298 LOTUS A 6x 6.4.;LOTUS A 6x 6.4.;Valter Dragan,Nina Rakovec;1
34;34-19;Kemp/Naravna plaža;DAN-EXT.; JANA POKLIČE DIREKTORICO CSU IN ŠOKIRANA SPOZNA  DA DIREKTORICA NE VE NIČ O NJENEM IN ČRTOVEM PROJEKTU. ;12 Jana,213 KEMP MANJ (3);KEMP MANJ (3);Tanja Potočnik;1 5/8
34;34-20;Kemp/Restavracija;DAN-INT.; DINO IN SAŠKA OPRAVLJATA MARKA IN MIO. SAŠKA JE PREPRIČANA  DA NJUNA VEZA NE BO VEČ DOLGO TRAJALA. ;4 Dino,5 Saška;;Matino Antunović,Mila Peršin;1 7/8
34;34-21;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; MIIN IN MARKOV ROMANTIČNI VIKEND SE KONČA S PREPIROM. ;1 Mark,21 Mia,206 KEMP STANDARD (7);KEMP STANDARD (7);Matej Zemljič,Zala Djurić;1 4/8
34;34-22;Lj/Nadino Stanovanje/Vhodna Veža;DAN-INT.; LARA NAVDUŠI LEONA Z ELEGANTNIM VIDEZOM. LEON PA PRESENETI LARO Z DARILOM. ;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;1
34;34-23;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; DAVID KOPIRA JULIJINE DOKUMENTE  KO SE IZ KOPALNICE PREKMALU VRNE JULIJA. DAVIDA ODREŠI HIŠNI ZVONEC.;10 Julija,11 David;;Sabina Kogovšek,Blaž Valič;1
34;34-24;Lj/Bistro Lotus/Separe;DAN-INT.; SANJA PREDLAGA BB-JU  DA NASTAVITA EDVARDU AFERO.;19 Bb,258 Sanja,202 Natakar,298 LOTUS A 6x 6.4.;Natakar,LOTUS A 6x 6.4.;Valter Dragan,Nina Rakovec;1 1/8
34;34-25;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.; JULIJO NA VRATIH PRESENETI - PEČNIK!  ;10 Julija,15 Pečnik;;Sabina Kogovšek,Matija Rupel;0 5/8
35;35-01;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;MIA HOČE PO HITREM POSTOPKU NAZAJ V LJUBLJANO. MARK JI NERAD USTREŽE.;1 Mark,21 Mia,206 KEMP STANDARD (7);KEMP STANDARD (7);Matej Zemljič,Zala Djurić;1
35;35-02;Lj/Nadino stanovanje/Jedilnica;DAN-INT.;LARA JE PRESENEČENA NAD MIRTOVIM DARILOM. LEON SE PA ZABAVA - ČAS JE  DA SE MU LARA ODKUPI.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;1 7/8
35;35-03;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.;PEČNIK BI SODELOVAL Z JULIJO  A GA ONA ZAVRNE.;10 Julija,15 Pečnik;;Sabina Kogovšek,Matija Rupel;2 2/8
35;35-04;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;DAVIDU LE USPE PREKOPIRATI DATOTEKE Z JULIJINEGA RAČUNALNIKA.;10 Julija,11 David;;Sabina Kogovšek,Blaž Valič;2 4/8
35;35-05;Lj/Nadino stanovanje/Jedilnica;DAN-INT.;LARA ZBADA LEONA  ZATO ON PREVZAME POBUDO PRI KUHANJU.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;2 2/8
35;35-06;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;DAVID EDIJU PRINESE USB KLJUČ Z DATOTEKAMI Z JULIJINEGA RAČUNALNIKA.;3 Edvard,11 David;;Aleš Valič,Blaž Valič;1 2/8
35;35-07;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MARK IN MIA STA ZAVITA V MOLK - TAKO HUDO MED NJIMA ŠE NI BIL;1 Mark,21 Mia;;Matej Zemljič,Zala Djurić;0 6/8
35;35-08;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.;LARA IN MIRT IMATA POVSEM NASPROTNA PRISTOPA H KUHANJU (IN BRŽKONE ŽIVLJENJU)  A SE PRESENETLJIVO DOBRO DOPOLNJUJETA.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;3
35;35-09;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDVARD ODKRIJE SUMLJIVO NESKLADJE V FARMAKISSOVIH DOKUMENTIH  KI JIH PODPISUJE JULIJA.;3 Edvard,11 David;;Aleš Valič,Blaž Valič;2 5/8
35;35-10;Kemp/Naravna plaža;DAN-EXT.;JANA SE JEZI NA ČRTA  KI SE JI NE JAVLJA.;12 Jana,213 KEMP MANJ (3);KEMP MANJ (3);Tanja Potočnik;0 4/8
35;35-11;Lj/Nadino stanovanje/Jedilnica;DAN-INT.;LEON POKAŽE SVOJO RANLJIVO PLAT IN RAZKRIJE SVOJ KMEČKI BACKGROUND.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;2 7/8
35;35-12;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MIA SE NI PRIPRAVLJENA POGOVARJATI Z MARKOM  KI SKUŠA ZGLADITI TRENUTNO KRIZNO STANJE MED NJIMA.;1 Mark,21 Mia;;Matej Zemljič,Zala Djurić;1 3/8
35;35-13;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDI JE PRED HUDO DILEMO: MINISTRSKI STOLČEK ALI HČI?;3 Edvard,11 David;;Aleš Valič,Blaž Valič;1 6/8
35;35-14;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MIA ODIDE DO ŽANA  PUSTI MARKA SAMEGA.;1 Mark,21 Mia;;Matej Zemljič,Zala Djurić;2 1/8
35;35-15;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;JULIJA SE VESELI EDIJEVEGA SKORAJŠNJEGA MINISTROVANJA  KO JO EDI PRESENETI Z ODLOČITVIJO  DA ODSTOPA OD KANDIDATURE.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;2 2/8
35;35-16;Kemp/Recepcija;DAN-INT.;JANA IŠČE HRVOJA. PRODALA BI AVTODOM IN ODPOVEDALA PAVŠAL. DINO JE PRESENEČEN  DA JE JANA ŠE V KEMPU.;12 Jana,4 Dino;;Tanja Potočnik,Matino Antunović;1 4/8
35;35-17;Lj/Edvardovo Stanovanje/Jedilnica;DAN-INT.;JULIJA PREPRIČUJE EDIJA  NAJ SE S SVOJIM ODSTOPOM OD KANDIDATURE ZA MINISTRA NE PRENAGLI. MOGOČE IMA ONA REŠITEV!;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;2 4/8
35;35-18;Lj/Bb-Jeva Pisarna;DAN-INT.;BB JE OSVOBODIL RENATA IZ ZAPORA.;19 Bb,9 Renato;;Valter Dragan,Primož Vrhovec;0 7/8
35;35-19;Lj/Nadino stanovanje/Jedilnica;DAN-INT.;DR. MIRTU JE NEPRIJETNO  LARA JE PA NAVDUŠENA NAD NJEGOVO ZGODOVINO.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;3 5/8
35;35-20;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;SANJA JE PRIŠLA DO EDVARDA Z IZGOVOROM  DA POTREBUJE POGOVOR IN TOLAŽBO.;3 Edvard,258 Sanja;;Aleš Valič,Nina Rakovec;1 3/8
35;35-21;Lj/Nadino Stanovanje/Vhodna Veža;DAN-INT.;MARK JE PRIŠEL ISKAT TOLAŽBO K LARI. A UGOTOVI  DA NI SAMA.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;0 5/8
35;35-22;Lj/Bistro Lotus;DAN-INT.;MIA IN ŽAN SE DOBITA NA KOSILU.;21 Mia,253 Žan,209 STATISTI LOTUS A 6x 9.4.,367 Natakar;STATISTI LOTUS A 6x 9.4.;Zala Djurić,Domen Novak,Dario Nožić Serini Dacho;1 1/8
35;35-23;Lj/Pečnikova Pisarna;DAN-INT.;PEČNIK DOBI JULIJIN KLIC.;15 Pečnik;;Matija Rupel;0 4/8
35;35-24;Lj/Bb-Jeva Pisarna;DAN-INT.;BB IMA ZA RENATA NALOGO;19 Bb,9 Renato;;Valter Dragan,Primož Vrhovec;1
35;35-25;Kemp/Janina parcela;DAN-EXT.;JANA NA POVSEM IZPRAZNJENI PARCELI UGOTOVI  DA JO JE ČRT PUSTIL SAMO IN BREZ VSEGA.;12 Jana,213 KEMP MANJ (3);KEMP MANJ (3);Tanja Potočnik;0 3/8
36;36-01;Lj/Nadino Stanovanje/Vhodna Veža;DAN-INT.;MIRT POVABI MARKA  DA SE JIMA Z LARO PRIDRUŽI PRI KOSILU.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;0 7/8
36;36-02;Kemp/Janina parcela;DAN-EXT.;ZLOMLJENA JANA BI POKLICALA LARO  A SI PREMISLI. JANA JE OBUPANA IN SAMA.;12 Jana,213 KEMP MANJ (3);KEMP MANJ (3);Tanja Potočnik;0 3/8
36;36-03;Kemp/Pot Čez Kemp;DAN-EXT.;FANTA SE VRNETA Z RIBIŠKEGA IZLETA SPRTA. HRVOJE IMA DOVOLJ FRENKOVEGA TARNANJA ZARADI MERI - NAJ FRENK KAJ UKRENE!;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;1 7/8
36;36-04;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;SANJA IGRA PRED EDIJEM ZLOMLJENO HČERKO  A OČITNO K EDIJU NI PRIŠLA PO TOLAŽBO. KAJ NAKLEPA SANJA?;3 Edvard,258 Sanja;;Aleš Valič,Nina Rakovec;2 5/8
36;36-05;Lj/Nadino stanovanje/Jedilnica;DAN-INT.;LARA IMA IDEJO ZA MARKOV DOBRODELNI PROJEKT. IN NOVEGA ČLANA  KI JIMA BO POMAGAL.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;1 6/8
36;36-06;Lj/Bistro Lotus;DAN-INT.;MIA POTOŽI ŽANU  DA JE VSE BOLJ NEZADOVOLJNA Z MARKOM. ŽAN JE RAZUMEVAJOČ. GA ZANIMAJO MIINI NAČRTI ZA PRIHODNOST.;21 Mia,253 Žan,209 STATISTI LOTUS A 6x 9.4.;STATISTI LOTUS A 6x 9.4.;Zala Djurić,Domen Novak;2 3/8
36;36-07;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDVARD ZAUPA SANJI  DA IMA SLABO VEST  KER JE PIL S STANETOM. A JE PREPRIČAN  DA JE BIL STANE UMORJEN.;3 Edvard,258 Sanja;;Aleš Valič,Nina Rakovec;2 6/8
36;36-08;Kemp/Recepcija;DAN-INT.;HRVOJE IZVE  DA JE ČRT ZAPUSTIL KEMP IN JANO. HRVOJE GRE TOLAŽIT JANO.;14 Hrvoje,4 Dino;;Alen Šalinović,Matino Antunović;1 4/8
36;36-09;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;FRENK SE VRAČA V LJUBLJANO  DA UREDI Z MERI. SAŠKA JE VESELA. UPA  DA SE BOSTA STARŠA KONČNO POBOTALA.;7 Frenk,5 Saška,213 KEMP MANJ (3);KEMP MANJ (3);Gaber Trseglav,Mila Peršin;2 5/8
36;36-10;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;SANJO ZANIMA  ALI IMA EDI KAKŠNE DOKAZE  DA JE BB UMORIL NJENEGA OČETA? EDI JIH NIMA.;3 Edvard,258 Sanja;;Aleš Valič,Nina Rakovec;1 3/8
36;36-11;Lj/Bistro Lotus;DAN-INT.;ŽAN PONUDI MII SLUŽBO NA DENTALNI KLINIKI SVOJEGA OČETA.;21 Mia,253 Žan,209 STATISTI LOTUS A 6x 9.4.;STATISTI LOTUS A 6x 9.4.;Zala Djurić,Domen Novak;2 4/8
36;36-12;Lj/Pasaža/Lokal;DAN-INT.;NINA ČAKA ŽANA  KI JE OČITNO POZABIL NANJO.;18 Nina,23 Borut,207 NI STATISTOV;NI STATISTOV;Melani Mekicar,Miha Rodman;2 7/8
36;36-13;Lj/Nadino stanovanje/Jedilnica;DAN-INT.;LARA FANTOMA PREDSTAVI SVOJO IDEJO O TERAPEVTSKIH VRTIČKIH. LEON SE PONUDI  DA PRISKRBI ZEMLJIŠČE. MARK SE POČUTI ODVEČ.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;3 2/8
36;36-14;Kemp/Pot Proti Divji Plaži;DAN-EXT.;HRVOJE SE USTRAŠI  DA SI OBUPANA JANA ŽELI VZETI ŽIVLJENJE.;14 Hrvoje,12 Jana,207 NI STATISTOV;NI STATISTOV;Alen Šalinović,Tanja Potočnik;0 5/8
36;36-15;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;SANJO MUČIJO EDIJEVE OBTOŽBE. ERIKA JE PREPRIČANA  DA EDI LAŽE  KER IMA SLABO VEST. SANJA JI OBLJUBI  DA BO OČETOV MORILEC KAZNOVAN.;3OFF Edvard Off,252 Erika,258 Sanja;;Aleš Valič,Bernarda Oman,Nina Rakovec;1 3/8
36;36-16;Lj/Pečnikova Pisarna;DAN-INT.;PEČNIK ODHAJA NA SREČANJE Z JULIJO. RENATO MU SLEDI.;15 Pečnik,9 Renato;;Matija Rupel,Primož Vrhovec;0 6/8
36;36-17;Kemp/Divja Plaža/V Vodi;DAN-EXT.;HRVOJE REŠUJE JANO IZ VODE MISLEČ  DA SI JE HOTELA VZET ŽIVLJENJE. A OSRAMOČEN UGOTOVI  DA SE JE ZMOTIL.;14 Hrvoje,12 Jana;;Alen Šalinović,Tanja Potočnik;1
36;36-18;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.;LARA SE DOGOVORI Z LEONOM ZA NOV ZMENEK. TOKRAT BREZ MARKA. LEON JE PRESREČEN.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;1 3/8
36;36-19;Lj/Pasaža/Lokal;DAN-INT.;ŽAN LAŽE NINI. JI ZATAJI  DA JE BIL NA KOSILU Z MIO.;18 Nina,253 Žan,247 STATIST A1,248 STATIST A2,249 STATIST B1,250 STATIST B2;STATIST A1,STATIST A2,STATIST B1,STATIST B2;Melani Mekicar,Domen Novak;2 1/8
36;36-20;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MIA POVE MARKU  DA RAZMIŠLJA O ODHODU S KLINIKE STEINER  ČE MARK NE OPUSTI DOBRODELNEGA PROJEKTA.;1 Mark,21 Mia;;Matej Zemljič,Zala Djurić;2 6/8
36;36-21;Kemp/Divja plaža;DAN-EXT.;HRVOJE BI POMAGAL JANI REŠITI TEŽAVE. JANINO ZADNJE UPANJE JE BILO  DA PRODA AVTODOM IN POPLAČA DOLG  A JI JE ČRT VZEL TUDI TO.;14 Hrvoje,12 Jana,207 NI STATISTOV;NI STATISTOV;Alen Šalinović,Tanja Potočnik;1
36;36-22;Lj/Pasaža/Lokal;DAN-INT.;JULIJO ZANIMA  KAJ IMA PEČNIK PROTI BB-JU. PEČNIK SE ŽELI PREJ POGOVORITI O PLAČILU.;10 Julija,15 Pečnik,18 Nina,262 STATISTA PASAŽA A 2x 7.3.;STATISTA PASAŽA A 2x 7.3.;Sabina Kogovšek,Matija Rupel,Melani Mekicar;1 6/8
